,company,job_title,job_descr,time_of_scrape,job_search_term,job_location,salary_from_page_source_as_stated,salary_from_page_source_conv_hourly,salary_from_page_source_time_period,Num_reviews,Loc_from_title,date
190,Harnham,Senior Technical Data Scientist,Senior Technical Data Scientist London 60 000 80 000 This is an exciting new opportunity for a Senior Data Scientist to join an international market-leader in their industry THE COMPANY are the market leader for their industry and they have a massive global presence They have recently invested heavily in their Data function and they are now hiring Data Scientists and Data Engineers to work on a greenfield project transforming the business into a data-driven environment You ll be working on an exciting range of project using classical machine learning technique through to production If you re an expert Data Scientist with a mathematic background looking for a where you can really make an impact this is a great next step THE ROLE As a Senior Data Scientist for the business you will You ll look at customer data to build system to create a more personalised customer experience You ll be using machine learning technique for pricing optimisation You ll be driving the new Machine Learning approach through the business to a business transformation making more data-driven with Data Engineers and the IT team to put the model into production SKILLS AND EXPERIENCE Bachelors Masters PhD in a numerical field is essential Mathematics Physics Quant An excellent understanding and experience using machine learning technique Retail background would be preferred Excellent end to end machine learning experience to productionisation Tech Python Azure Spark SALARY AND BENEFITS Basic salary 60 000 80 000 Benefits Flexible working HOW TO APPLY Please register your interest for this role by sending your CV to Rosie O Callaghan via the apply link on this page Please note that our client is currently running a fully remote interview process and able to on-board and hire remotely a well This role is intended to be home working for the duration of the pandemic ,Tue Nov 24 13:10:45 2020,"title:(data, scientist)",,85000.0,44.78,Y,9.0,London,2020-11-24
191,Northrop Grumman UK,Principal Data Scientist,Are you an experienced Data Scientist looking for a new role where you will grow a varied portfolio of project and shape the Data Science strategy and vision for an evolving and dynamic organisation You must have high level clearance Due to the success of a number of strategic Gloucestershire based programme we are growing our Data Science team with creative and ambitious Data Scientists and Machine Learning Engineers With a primary focus on applying data science and machine learning to deliver digital transformation for our customer your experience different machine learning and data science technology within an agile environment Different thinking for a Different world Northrop Grumman is a leading global providing innovative system product and solution to government customer worldwide In Northrop Grumman s rapidly growing UK Cyber and Intelligence business we support our customer work to make the UK the safest place to live and do business both physically and online Working with and alongside our customer we use modern software engineering method Scaled Agile Development Dev Sec Ops Site Reliability Engineering micro-service architecture and technique data science Artificial Intelligence Machine Learning to and challenging problem and effective reliable supportable solution Our solution analysis of substantial amount of data requiring state of the art big data stream processing and cloud-based analytics identifying and using best of and open source technology and integrating them with our own software to meet customer quickly and efficiently At Northrop Grumman we pride ourselves on our ability agile development with sound engineering and security practice to ensure that our solution are robust and resilient designed and built to start secure and stay secure against ever evolving cyber security threat As well a designing for security Information Assurance and legal we actively ass product and service identifying vulnerability and weakness be exploited by cyber attacker and we create and run exercise to pit cyber security specialist against secure system and each other We carry out research and innovation locally in the UK and academic partner and across our 85 000 worldwide workforce How you will make a difference For u innovation is key and we have opportunity for talented data scientist to join our team We want you to help u apply data science and machine learning to transform the way our customer do business We want to apply the latest development in data science and machine learning and to take technical risk if the potential payoff is transformative We are in a phase of rapid growth and there are opportunity to develop your career with u to meet your aspiration You will be helping u to solve our customer s problem within an agile team You will have opportunity across a range of data science and machine learning project from R D to large-scale production deployment from forecasting and decision tree to the latest development in deep learning As a Principal Data Scientist you will have had responsibility for the design and delivery of data science and machine learning project supporting business development leading team line managing and and working with customer Key criterion A deep technical background in machine learning and data science Experience of developing and delivering data science strategy Experience of growing developing and leading a data science team Experience of leading and growing a portfolio of data science project Experience of technically leading the design and delivery of data science and machine learning solution that transform way of working and deliver measurable benefit Experience of taking a project from an through to deployment in a production system Experience of supporting business development to customer proposal and R D project Experience of being a technical authority for data science and machine learning and primary customer point Experience of championing innovation in a data science team and ensuring they remain at the of the application of data science and machine learning Experience of using open source machine learning algorithm Experience of modern software engineering practice such a SCRUM Agile micro-services including Docker and Kubernetes etc an MSc or PhD in a numeric field Mathematics Statistics Computing Also we d love it if you have experience of influencing customer thinking in machine learning and thought leadership delivering solution based on deep learning delivering solution based on NLP deploying machine learning to Cloud platform e g AWS Azure adversarial learning data engineering You will enjoy a growing career a we to innovate the world of data science and machine learning Additional information for You must be able to hold UK Government clearance Opportunities exist across the UK to enhance your career progression Being a part of Northrop Grumman give you the opportunity to use your skill to make a difference in our mission of enabling global security grows because of our employee dedication to achieving our mission something we always remember In return for working for u you will have access to a benefit package that provides you with flexibility to balance your professional career with your personal life health well-being benefit scheme pension benefit and investment in your future development We to equality and diversity in our workplace Northrop Grumman provides equal employment opportunity to all employee and applicant without regard to an individual s protected status including race ethnic nationality national origin ancestry sex gender gender identity expression gender reassignment sexual orientation marriage civil partnership pregnancy maternity religion or belief age disability genetic information or any other protected status or characteristic Looking for flexibility Talk to u at the application stage about what may be possible ,Tue Nov 24 13:10:50 2020,"title:(data, scientist)",,,,,5759.0,Cheltenham,2020-11-24
192,Mediatonic,Data Scientist,Introduction Tonic Games Group brings together a family of world-class developer and publisher who believe that game are for everyone More than 300 people strong we bring together Mediatonic Fortitude Games and The Irregular Corporation to create original IP and to invest in independent game developer globally to build on our ambition and project a such we are looking to hire a Head of Analytics to join the Mediatonic Product team Mediatonic is one of the UK s largest independent game developer which delight people through original mass-multiplayer game experience and breaking the mould with weird and wonderful game across every platform Description Mediatonic is looking for a talented Data Scientist with a passion for game and analytics to help u bring new level of delight to our player We ve very recently released Fall Guys and which ha far our highest expectation With a player base of million and a super the development team ha a strong appetite for data-driven insight to help focus our roadmap and planning As a Data Scientist you will play an influential role in product development leading initiative to new opportunity and optimisation for Fall Guys and future title from Mediatonic Details Collaborate with the game development team to prioritise key hypothesis and question Use your expert skill and technique to find the best approach to answer those question Present your finding in a manner that offer actionable insight which can be understood by a broad audience Play an integral part of a new Analytics team that ha aspiration on a world-class operation that will define and pioneer new technique and methodology for the gaming industry Identify debug and solve issue with event tracking and be meticulous about the accuracy of your report and analysis result Guide the analytics methodology for A B testing measurement and KPI establishment Build a suite of self-serve report and dashboard for game development team Champion strategic area where we can invest to improve our data capability tool and reporting dashboard infrastructure to enable decision-making throughout Know how to employ machine learning technique to build dynamic segment to produce customised user experience in game Create model to help anticipate player churn and optimise LTV Requirements Description The ideal candidate will have experience a a Data Scientist or Data Analyst at a Game or where you positively impacted the business with data and insight and people skill ensuring you can remain up to date with the analytics of the business Work experience in the Games industry is a plus otherwise a strong passion for game is necessary Good of the entire analytic toolset and know-how to choose the right analytic technique that best address the business problem at hand Details Proficient in SQL and have experience with R or Python Have first-hand experience with data visualization tool like Tableau PowerBI Looker and data migration Experience working with large volume of data in cloud-based platform is strongly preferred Snowflake Redshift etc Possess a strong statistical background and the to understand the significance of your finding Fluent in English Benefits Description Are you interested in joining a business who strive to create moment that matter for million of player in game that run for year Does the idea of working together with a friendly team of Tonics towards goal appeal to you As a creative business we that creativity is best inspired by different experience and perspective and we strive to create a culture of belonging where all feel and diversity is As we push towards ever more ambitious and high quality title we are looking for the finest talent in the industry and join u on our quest We not only offer you the chance to work with fantastic team on awesome and inspiring project we also salary flexible working hour including upto 3 x remote day weekly and private health care Details As a people our biggest priority is to hire the right person letter that tell u a bit about you and what you re passionate about really help to get our attention and distinguish your application from the crowd Successful application will usually have a phone chat before being invited to a full interview If you are applying for a creative role remember a portfolio is essential For all application we suggest you read the job description carefully and let u know why you believe you re the right person to take on this job We look forward to hearing from you ,Tue Nov 24 13:10:56 2020,"title:(data, scientist)",,,,,3.0,London,2020-11-24
193,Dyson,Data Scientist,About u Dyson is a global technology enterprise We solve the problem others choose to ignore with surprising new invention that and simply work better We re growing fast and our ambition is huge more category more location and more people About the role We are looking for a Data Scientist to join a growing and highly motivated data science team in the heart of Dyson s NPI Design Product Experience department Working alongside the Machine Learning Research team and the upstream software team the NPI-Data Science team is responsible for exploration of existing datasets interpreting data from prototype and investigating new product feature opportunity The successful candidate will be working on a range of project from insight generation informing product design strategy to identification and prototyping of data led product feature With access to a unique global IoT dataset this is an opportunity to use and develop leading data technique tool in a truly innovative environment Responsible for exploratory data analysis of product including generation and test of new hypothesis to challenge our assumption Interrogate global IoT data to gain insight into behaviour profile that help inform future product specification strategy and decision making Generate new method metric to measure performance of machine mobile app and validate the metric long term efficacy over time Create interactive visualisation tool such a Dash Shiny that enable with design team Present finding and to senior stakeholder and wider project team Work closely with Data Engineers improving data platform to be capable of meeting our ambition Collaborate with other research analysis team on data initiative About you Self-starting and thirsty for Always looking for better way to do thing and self-improve Working of statistic machine learning technique and data mining method is essential experience in data analysis model development using Python R Matlab on practical application skill to tell the story from the data and present finding to project team senior stakeholder Experience in dealing with large datasets SQL cloud solution would be beneficial BSc or equivalent in statistic applied mathematical or relevant scientific discipline Need to be highly numerate with strong pattern ability Experience with geospatial datasets technique would be a bonus Benefits 27 day holiday plus eight statutory bank holiday Pension scheme Performance related bonus Sport centre Free on-site parking Subsidised and restaurant on Dyson machine Interview guidance We are following the government guideline regarding COVID19 At this time all interview will via video or telephone We re taking these precautionary measure to protect both our employee and candidate wellbeing Our Talent Acquisition team will work with you and provide further information a appropriate ,Tue Nov 24 13:11:01 2020,"title:(data, scientist)",,,,,443.0,Hullavington,2020-11-24
194,DataSpartan Consulting,SENIOR DATA SCIENTIST,The Role You will bring an exceptional academic background in a technical with experience in developing and applying data science method in context You share our curiosity for new method and technology and our enthusiasm for data science challenge You are able complex in a clear manner to business leader In this role you will You ll need some proficient qualification such a a BS in Mathematics Economics or Computer Science and a you ll be dealing software and excel spreadsheet is an absolute necessity Qualifications and Skills Deep and passionate of software engineering principle practice Proven of object-oriented programming e g Scala Java C etc of at least one scripting language e g Python Perl R etc Deep of testing framework and library Good of database management language e g SQL PostgreSQL of statistic machine learning and data analytics technique of Big Data technology such a Spark is desirable but not essential Commercial application of data science work is desired but not essential DataSpartan Consultancy is proud to be an Equal Employment Opportunity and Affirmative Action employer We do not discriminate based upon race national origin gender including pregnancy childbirth or related sexual orientation gender identity gender expression age status a a protected veteran status a an individual with a disability or other applicable legally protected characteristic Please see the United States Department of Labor s EEO poster and EEO poster supplement for additional information If you need assistance or an due to a disability you u at ,Tue Nov 24 13:11:07 2020,"title:(data, scientist)",,,,,,London,2020-11-24
195,Triumph Consultants Ltd,Interim Data Scientist,What s involved with this role Interim Data Scientist PSR 1JP00029594 29595 29596 Pay Rate Up to 400 per day pay range subject to IR35 status Data Scientists are responsible for translating business and operational challenge into analytical problem and resolving these with innovative solution As a data scientist you must synthesise information from large and diverse datasets and deploy advanced statistical and machine learning method to understand underlying driver You will work closely with Product Owners to define and prioritise business problem and then validate high-value hypothesis for their solution You will use your technical expertise to ass hypothesis using appropriate analytical method and be able the implication model Using the insight from these model you will support operational team to determine the most successful intervention and support their deployment and evaluation in the field Skill required Experience in statistical modelling and machine learning practice Experience in programming language such a Python R or SQL Experience in applying data science method to real-life problem Experience working with large data set simulation optimization and tool Excellent written and skill with the ability to to people from nonstatistical background Please quote the Job Title Vacancy Reference No in your application or we will be unable to match your CV to the role being applied for Essential Requirements Please check to ensure that your CV address the following item Our client are generally seeking applicant who are reasonably local so on that basis we would ideally like you to supply u with your address or at least your and a telephone number so that we can reach you during working hour Your recent UK working experience going back at least 5 year or full employment history if you have been working for fewer year than this Your availability to work either or at short notice Qualifications and experience relevant to the job role please give full detail within your CV document Other preferable desirable detail to include on your CV if applicable Any local authority public sector experience Any relevant qualification held or being studied for B If you would prefer to send a CV straight to u rather than by way of an on-line application you are very to do so via but please quote both the job reference and job title exactly a they appear below Job Ref PSR 1JP00029594 29595 29596 Anticipated Length of Assignment Unless otherwise stated we do carry the occasional permanent vacancy all of our role are technically temporary though opening assignment can be and often are extended by client on a longer term basis and can sometimes permanent Please do try to u with request for progress update We really do read every CV sent to u All application will be by a human not a robot provided the job remains live and provided your CV meet the Essential Requirements Please note that we do our level best to take down ad a soon a role have been We are not in the business of harvesting CVs Important We will interpret your application a being permission to submit your CV to this role with the right to represent you unless you advise u to ,Tue Nov 24 13:11:12 2020,"title:(data, scientist)",,400.0,54.79,D,16.0,London,2020-11-24
196,Genomics England,Genomics Data Scientist,Genomics Data Scientists investigate and develop solution to extract more information from the genome alignment and variant calling and to interpret the genome in of a person clinical feature Genomics Data Scientists work a part of squad building translating state of the art analytics into clinically-fit production quality solution If you have any question Talent Acquisition Manager Jenna Owen on ,Tue Nov 24 13:11:18 2020,"title:(data, scientist)",,,,,5.0,London,2020-11-24
197,Secret Intelligence Service,Data Scientist,ROLE Data Analysis play an integral role in the modern Organisation s operational delivery capability At the of that capability are a cadre of data scientist working alongside the wider analysis skill group they provide specialist analysis skill and expertise ABOUT YOU As a data science practitioner you will have the opportunity to use your skill a part of our wider data science cadre to support team within the Organisation You will be proficient in a range of data science tool and use your to develop analytical tool and technique for both technical and non-technical audience You will work closely with operational team to identify the analysis requirement and work with them to identify develop and implement innovative solution You will play a large part in capability development and innovation in data analysis supporting the development of the wider through data science work You will develop a good understanding of new and existing analysis technology and method across our partner agency industry and academia and understand how the Organisation can utilise these to improve our analysis capability Through these effort you will play a defining role in fully integrating data science and analysis a a of the Organisation s operational planning and implementation This is an exciting time to be part of a of analytical expertise at the heart of the Organisation s work to master data and you will be at the forefront of this effort JOB REQUIREMENTS SKILLS Above all you will be passionate about using data science to deliver result for the Organisation This will often involve leveraging difficult data in challenging environment in order to derive the required operational insight It is the delivery of this value that will drive your work rather than using the latest algorithm or gold-plated dataset To achieve this you will have skill in the following area in line with HMG Data Scientist profile http www gov uk guidance data-scientist data-scientist Applied math statistic and scientific practice You understand and can help team apply a range of practice You know how to develop deeper expertise on a narrower range of specialism You can start to apply emerging theory to practical situation Data engineering and manipulation You can work with data engineer to map produce transform and test new data for data owner selecting the most appropriate tool and technology You can lead ad hoc data exploration in a wide variety of data serialisation and storage format from across the business Data science innovation You proactively explore area of innovation in both government and industry You can identify the business value for innovation within your organisation Developing data science capability You promote and professional development within your organisation You know how to develop of technique and share this You can develop and support data science capability across the organisation Domain expertise You can create data science product that are proportionate to the business benefit and achieve significant impact You know how to present analysis and visualisation in clear way complex message You can develop data skill within your team You support the evolution of data governance and take responsibility for applying the data science ethical framework in your business area Programming and build data science and document moderate program and script from agreed specification and subsequent iteration using agreed standard and tool Collaborates with others to review specification where appropriate Understanding analysis across the product life cycle data science You understand and can help team apply a range of technique to analyse data and provide insight You are proactive and can finding that inform wider decision You are starting to apply innovative approach to resolve problem ABOUT SIS SIS exists secret foreign intelligence that help protect the UK s security and prosperity This intelligence is gathered all over the world and reported to the Government informing policy threat to including weapon proliferation terrorism cyber-attack and regional instability We offer flexible working including hour shared parental and adoption leave an interest-free season ticket loan and 25 day paid annual leave We are everyday people doing extraordinary work and despite popular belief we recruit people just like you To join u you need to be a British citizen or hold dual British nationality and be aged 18 or over at the time you join so you can apply within 6 month of your 18th birthday Please do not discus your application with anyone other than your partner or a close family member who must also have British nationality They should also be made aware of the importance of discretion ,Tue Nov 24 13:11:23 2020,"title:(data, scientist)",,68265.0,35.97,Y,,London,2020-11-24
198,Talenting,Lead Data Scientist - Consumer Behaviour,Talenting Career Science is working with a leading retailer to assist them in the identification and recruitment of a Lead Data Scientist to drive increased sophistication in their customer behaviour model Central London with remote working a possibility is currently finalising a work-from-anywhere plan with the together for a set number of day per month This vacancy is a lead role one in which you will be responsible for the direction and delivery of solution a they look to advantage in their retail offering They are looking to really push forward with dynamic pricing have a greater understanding of the makeup of their customer and how they can use historical data internal and external to and shape future spending habit The business is particularly seeking someone who is a naturally curious a lateral thinker who take pride in what is hidden in the data and how they can best use this to shape their retail offering You will use your broad of Data to bring these project through to delivery It is expected that you will have a broad technical skillset be highly numerate and show the ability to pick up new tool and method easily Previous work in be an advantage but they that have transferable segmentation and experience gained in any lead industry This role ha more of an emphasis on technical leadership rather than people leadership Ben Halfpenny at Talenting Career Science for more information on this role 307 ,Tue Nov 24 13:11:28 2020,"title:(data, scientist)",,95000.0,50.05,Y,,London,2020-11-24
199,Okra Technologies,Machine Learning Data Scientist,Do you want the future of healthcare driving better result for patient and business Do you love creative autonomy a tight team and a dynamic environment Are you transparent a straight talker and respectfully direct If so be the OKRAN we are looking for Your journey You will be working alongside the best You will play a critical role in designing and building machine learning solution using the leading AI engine for healthcare and life science You will work closely with our executive team who have worked for over 12 year implementing machine learning for real-world application turning research reality You will have a large impact on the design architecture and refinement of the machine learning approach in healthcare You will also have a key role in driving the development of tool to expose the mined information taking advantage of the latest technology available You will Define and build system to model unstructured data set to generate insight for clinical problem that ML can solve Applying NLP technique and statistical analysis to extract and validate data generated Setting up and maintaining Data Science pipeline Contribute to defining and testing our product in the broadest sense possible including testing for AI bias transparency and reliability Work closely with both our engineering and data science team to drive product release Join a highly skilled international team with diverse background and a gender equality policy based both in Cambridge UK and Leiden NL Your profile We are looking for a highly motivated data scientist with a strong background in building Machine Learning ML and Deep Learning DL model to develop statistical solution based on OKRA s ground breaking technology You have a strong track a an experienced ML data scientist to problem using AI Proficiency with Python programming and ML framework Familiarity with Agile framework SQL JIRA NLP library and AWS is a plus You have great attention to detail an analytical mind and problem-solving aptitude You determined in delivering ML solution in a fast-paced environment assuming it is always going to be tough You are passionate about solving real-world healthcare and life science problem with machine learning and statistical modelling You are transparent a straight talker and respectfully blunt You are able to right a wrong decision give to others and extend trust to Clear oral and Who we are We are using artificial intelligence to transform healthcare a we know it We are on a mission to create the world s most AI analytics engine Read more about u here Our value We aim to build a trusting fun and creative environment We place our faith in smart independent teammate working together to achieve maximum impact Find out more about our culture on our main career page Benefits Creative autonomy join a small team with a high level of responsibility Young vibrant and with impressive experience Opportunity for occasional home working 25 day annual leave Mentoring in AI testing and productisation Any question Email u at ,Tue Nov 24 13:11:34 2020,"title:(data, scientist)",,,,,,Cambridge,2020-11-24
200,Vida,Data Scientist,Data Scientist AI Machine Learning Natural Language Processing Analytics Salary Competitive based on experience Please only apply if you are and note this role is for 3 month The Role role ha opened up within Vida s data science team in London UK The ideal candidate will have 3-5 year experience a a programmatic data scientist and be familiar with server side development having worked on machine learning algorithm and AI system The individual will be a self starter who ha the ability to effective manage his her time and meet fast paced deadline of a healthtech startup They will need to have experience in applying Machine Learning for modelling and or Natural Language Processing Real Time IoT with multiple source of ad-hoc data including medical note and clinical decision rule to deliver health analysis You ll be a central part of product team Key Skills Background Essential Master s degree or higher in Mathematics Computer Science Engineering or a related field Strong experience with Programmatic Machine Learning and or Natural Language Processing Experience with a well-known statistical language script eg python or R Experience developing and deploying model to derive insight from large disparate source of data Proficient at developing data lake and data pipeline Desirable Experience with cloud service Familiar with leading data analysis and visualisation tool is preferable PowerBI Tableau Excel etc Experience of health and social care Key Responsibilities Design train test implement and optimise Machine Learning and or Natural Language Processing algorithm that detect change in a client s health from IoT home monitoring and medical data Collaborate with clinical expert to develop alert and suggested action based on the clinical Pathway for detected Collaborate with different part of the business and external partner including NICE Datalabs the University of Manchester and leading care agency to ensure and clinical viability of Vida s integrated care and technology product Support Full-Stack Developers to create automated engine and dashboard Support the team in the development of a scenario modelling demonstration application Personal Attributes Ability between technical and non-technical stakeholder Strong analytical and problem-solving skill Ability to learn quickly and adapt in a fast-paced environment Excellent spoken and written English Ability to work well within a team About Vida Vida is a CQC tech-enabled homecare provider Our mission is to develop and deliver an integrated care and technology service to support vulnerable and elderly adult to live in of their own home for longer Company Member of InnovateUK s Bridging the Ageing Population Service Gap through the Application of Machine Learning AI to Home working with NICE NICE DataLabs and University of Manchester Rated Good by the Care Quality Commission Alumni of Tech City s Upscale 3 0 Programme As featured in The Times The Guardian Financial Times Wired and across BBC Radio Evening Standard Tech City News The Business Insider and The Independent ,Tue Nov 24 13:11:39 2020,"title:(data, scientist)",,,,,27.0,London,2020-11-24
201,CACI Limited,Data Scientist - Location Analytics,About the Role You will be working with the leading Location Intelligence team across the world responsible for delivering advanced spatial analysis and insight to major organisation across a range of sector We software and the latest data to help our client optimise their location strategy across both the physical and digital landscape Projects typically last between a week and 6 month ranging from performance analysis customer insight defining network strategy BI visualisation and advanced modelling We work closely with our client to ensure we understand their aim and objective their and and develop a bespoke solution to meet their business About CACI At CACI we believe every organisation should do amazing thing with data to evidence decision and identify opportunity We provide our client with actionable solution problem and pride ourselves in having market-leading capability in all key area of service doing the right thing for our client to ensure long-lasting relationship Skills and Experience We are looking for a data scientist with up to 5 year experience to work within our Location Intelligence technical team It is a young and sociable team that are looking for a self-motivated person with a willingness to learn new skill and who receiving a high level of responsibility from day one Within the wider Location Intelligence team we work from a broad range of sector both within the UK and internationally including retail leisure grocery automotive and the public sector We are looking for a problem solver who up with creative solution to our client problem and help to drive innovation and efficiency within the team Key responsibility include Taking on deep-dive analysis of data and generate new business insight with the development of model Helping to create and deliver a wide range of bespoke project and tool using a variety of different environment language and technique Developing our analytical capability researching related technology and approach enabling other area of the group Playing a part in owning and maintaining the underlying process and infrastructure we are building to support the day-to-day work Core skill experience required A degree in a numerate discipline and strong understanding of statistic Familiar with programming language e g R Python and experience with learning to write and maintain and database script and experience building spatial and non-spatial model in real-world application Can demonstrate skill in algorithm development data manipulation and visualisation Familiar with analytics and business intelligence platform e g Alteryx Tableau Power BI QlikView Sense You are a self-starter creative and willing to challenge the status quo Demonstrate an intellectual curiosity and passion for learning data science exploring the field of data engineering and machine learning Desirable skill and experience Familiar with database query language e g SQL Strong Microsoft Excel skill Excellent oral and Experience with a cloud platform e g AWS Snowflake Coding standard e g Git person that can topic in simple term Experience and of retail market or area within the public sector Benefits Competitive salary and benefit package including technical team bonus Flexible working Pension scheme enrolment Health Wellbeing Cash Plan benefit Private healthcare scheme eligible after two year of service Life assurance personal accident and Optional season ticket and bicycle purchase loan Free Gym membership How to apply for this role If you are interested to learn more about this opportunity We are an equal opportunity employer and application from all suitably qualified person regardless of their race sex disability religion belief sexual orientation or age The role will also be based out of CACI s head office in Kensington London fitted with all the necessary precaution for social distancing in the workplace However a to work under the government s current COVID-19 guidance it is expected that much of this role will be done remotely for the near future ,Tue Nov 24 13:11:45 2020,"title:(data, scientist)",,,,,,London,2020-11-24
202,Procter & Gamble,Data Scientist/Engineer Internship 2021,Do you enjoy design research and analytic framework How would you like to use your creative and analytical skill alongside business leadership in your everyday work Data Science and Engineering is where business innovation and technology integrate to build advantage for P G Our mission is clear we deliver technology to help win Our Data Scientist are diverse business leader who apply technological skill to deliver groundbreaking business model and capability Whether your role is to build an IT innovation strategy for a business protect our critical information system and asset or lead a strategic supplier in our shared service organization your technical skill will be and Data Scientists Use Big Data and advanced analytics to direct the engagement of our business leader We need someone who can execute research and analytics including data source identification processing model algorithm development Data Engineers In this role you will be developing and maintaining minimal viable prototype to scalable data pipeline that will ingest transform and distribute numerous data stream and batch in support of key R D initiative You ll be supporting with Data Scientists to develop advanced machine learning and statistical model We need someone who can evaluate tool and develop pipeline to capture integrate and clean data to analytics solution a well a deliver optimal data solution architecture automation and technical choice starting from experimentation through proof and often through delivery What you can expect We are looking to recruit candidate to work in our Reading Innovation Centre for 6 to 12 month internship placement starting in summer 2021 We offer you Responsibilities a of Day 1 you will feel the ownership of your project from the beginning and you will be given specific project and responsibility from a team that includes senior management and experience the impact you can have in our business early on you will work with passionate people and receive both formal training a well a day-to-day mentoring from your manager enabling you to grow in a multifunctional diverse environment and developing your talent and idea Dynamic and respectful work environment employee are at we value every individual and initiative promoting agility and work life balance Benefits we offer an attractive remuneration package on top of a great learning experience and the best intern have potential to receive a Job Offer after they graduate RND00004713 Requirements sell experience for the role Are a penultimate or final year student from one of the following degree set Statistics Applied Mathematics Economics Computer Science Data Science Business Analytics Operation Research Software Development Computer or Electrical Engineering or a similar quantitative field Have Academic excellence at all stage through school and Have a good of English Demonstrated leadership in applying and scaling Analytic technique to deliver measurable insight from data Familiarity with machine learning workflow sensor and IoT cloud architecture desirable Preferred Experience with Analytical Tools Applications such a Unix Linux Big Data Ecosystem Hadoop Spark SQL Hiv Scientific Computing R Python C Java Scala High-Performance Parallel and Distributing Computing Deep Learning framework Keras Tensorflow Data Visualization Management Systems Business Intelligence tool such a KNIME Tableau At P G weseeequal We are an equal opportunity employer and value diversity at Our from diverse tradition personal experience and point of view And we want to include yours Are you ready to inspire u with your unrivalled idea P G ensure that individual with disability are provided reasonable to participate in the job application or interview process u to request an by clicking application help at the top of the career website Application Deadline 20th November 2020 however role fill fast and are filled on an ongoing basis so apply early to avoid disappointment We reserve the right to remove the role earlier than the deadline if it ha been ,Tue Nov 24 13:11:50 2020,"title:(data, scientist)",,,,,,Reading,2020-11-24
203,Linux Recruit,Data Scientist - Machine Learning (Python/SQL),One of the UK s fastest growing tech start-ups is building out their Data Science team This is an integral time a scale meaning you will be at the forefront of their technological development You will be involved in the full lifetime of their data product responsible for analysis of data to inform strategic business decision designing and building Machine Learning algorithm and creating experiment to test product offering and business direction moving forward Ideally you will live and breath Data Science The team are looking for passionate technologist who are keen to work with like-minded individual in a rapidly evolving environment Here are a few thing you ll probably need to be successful on this one Masters or PhD in Computer Science Statistics Applied Sciences or a similar field A genuine curiosity and passion for technology of year experience applying Machine Learning to live real-life problem and understanding of the Cloud Environments GCP AWS Azure Ability to program in Python and SQL Please apply directly or get in touch with Tom Booth at LinuxRecruit ,Tue Nov 24 13:11:56 2020,"title:(data, scientist)",,100000.0,52.69,Y,,London,2020-11-24
