,company,job_title,job_descr,time_of_scrape,job_search_term,job_location,salary_from_page_source_as_stated,salary_from_page_source_conv_hourly,salary_from_page_source_time_period,Num_reviews,Loc_from_title,date
81,Apple,GPU Machine Learning Engineer,Summary Nov 10 2020 Weekly Hours 35 Role Number 200157170 Apple s GPU Compute and Advanced Rendering team provide a suite of high-performance GPU algorithm for developer inside and outside of Apple for iOS macOS and Apple TV Our effort are currently focused on the key area of linear algebra image processing machine learning and ray tracing along with other project of key interest to Apple We are always looking for exceptionally talented individual to grow our top-notch team Key Qualifications Excellent programming and problem-solving skill Good understanding of machine learning fundamental Experience with system-level programming architecture Background in mathematics including linear algebra and numerical method is a plus Experience with high-performance parallel programming GPU programming experience a plus Experience with machine learning library TensorFlow PyTorch adding runt time graph support is a plus Description Our team is seeking extraordinary machine learning and GPU programming engineer who are passionate about providing solution for accelerating machine learning network on Apple s GPUs Work includes defining and implementing APIs in Metal Performance Shaders investigating new algorithm adding support for high-level machine learning library on GPUs adding optimization in machine graph performing in-depth analysis and kernel-level optimization to ensure the best possible performance across GPU family The role ha the opportunity to influence the design and programming model in next-generation GPU architecture Education Experience Technical BS MS degree PhD is a plus Additional Requirements skill Strong track of building high performance production quality software on ,Tue Nov 24 14:06:14 2020,"title:(machine, learning)",,,,,9910.0,London,2020-11-24
82,Sage,Principal Machine Learning Engineer,Advert People make Sage great From delivering ground-breaking solution to the customer who use them people have helped u grow for more than thirty year and people are driving our future a a great We re writing our next chapter Be part of it Experience ha taught u that when our customer thrive we thrive As a team we always start with what customer Through the good and more challenging time Innovating at pace so customer can manage their finance operation and people Every one of u shape our culture at Sage doing what s right and together united by to each other We each other to grow in our role in our career and a individual Follow u on our social medium site below to join about career tip open position news lifeatsage sagecareers If you would like support with your application or require any adjustment u at for assistance All qualified applicant will be and never discriminated against based on their age religion sexual orientation gender identity national origin disability or veteran status Job Description Who we are Sage Artificial Intelligence Labs SAIL is a nimble team within Sage building the future of cloud business management by using artificial intelligence to turbocharge our user productivity The SAIL team build capability to help business make better decision through data-powered insight We are currently hiring a Principal Machine Learning Engineer to help u build machine learning solution that will provide insight to empower business and help them As a part of our cross-functional team including data scientist and engineer you will help steer the direction of the Data Science and Machine Learning effort If you share our excitement for machine learning value a culture improvement and learning and are excited about working with technology apply today Key Responsibilities You will Design and implement service that use machine learning to augment and simplify our customer workflow Develop our internal toolset to support our machine learning system and our own efficiency Monitor and optimize the quality and performance of our model service and tool Collaborate with our AI Infrastructure team to extend the capability of our machine learning platform You have Keen interest in machine learning and 5 year of practical experience with it Expert and experience with several relevant programming language incl Python framework incl Pandas NumPy Flask Spark and database incl DynamoDB Postgres Extensive experience with cloud environment we use AWS Ability to write highly taking care of large volume of data Excellent written and skill and ability to evaluate and explain technical detail clearly Willingness to adapt to significant change in either technology or environment What s it like to work here You will have an opportunity to work in an environment where engineering is central to what we do The product we build are breaking new ground and we have a focus on providing the best environment to allow you to do what you do best solve with your team and push first class software Our distributed team is spread across we promote an open diverse environment to open-source software and invest heavily in our staff Our team is capable and inclusive We know that great thing can only be done with great team and look forward this direction ,Tue Nov 24 14:06:20 2020,"title:(machine, learning)",,,,,639.0,London,2020-11-24
83,Brave Software Inc.,Machine Learning Researcher,Brave is looking for an experienced Machine Learning engineer to help build our Brave Web Browser It s already receiving rave review and we are only just beginning Jump in and work with a top-notch team and watch our adoption soar with your help We need to hire a machine learning engineer to help with a wide range of key issue ranging from better ad targeting to finding and fighting malware Specific Skills That Will Set You Apart from the Competition Privacy-preserving machine learning Decentralized machine learning Deep of adtech Ph D science from a top-tier school About you An ideal candidate will have a mix of skill that include the following Demonstrates a high level of initiative delivers high-quality answer Has an enquiring mind and a disciplined scientific approach to extracting fact and understanding observed behavior Is excited by the potential of realising and change the way that the advertising business operates Want to be part of a high-growth with global ambition Comfortable with JavaScript and C so that they can effectively interact with the rest of the team of Python Java or C is also strongly Has a proven track implementing data driven product and a broad understanding of the state of the art in machine learning Comfortable working in an open source setting Able to create and deploy machine learning pipeline Has a passion for helping protect user privacy and security A Ph D science is highly but we some exception Specific Skills Logistic Regression Decision Trees Random Forest Naive Bayes Clustering etc and a good grasp of the strength and weakness of specific approach Basic data cleansing and preparation variable preprocessing transformation Univariate analysis performing statistical analysis multivariate analysis and linear non-linear regression Preparation of data set for modelling robust model building validation and application Automation of statistical process and integration into a bigger product Experience in Hadoop technology such a Hive Impala and distributed data pipeline such a Airflow Luigi What we offer Ability to work at an exciting and well-funded international startup headquartered in San Francisco technology allowing you to work with state-of-the-art tool and software solution and plenty of room for personal growth Great international exposure and team atmosphere We are looking to hire in London but an exceptional candidate in the rest of Europe ,Tue Nov 24 14:06:25 2020,"title:(machine, learning)",,,,,,London,2020-11-24
84,Deep Labs,Senior Machine Learning Engineer,Position Overview Deep Labs is seeking an experienced Senior Machine Learning Engineer to join our growing AI team to design and build solution for some of our client s most challenging problem The ideal candidate will have a strong background working with data experience building and running large-scale production-grade machine learning ML and deep learning DL platform and daily with Data Scientists and Data Engineers a part of a product-driven technology team This role report to the VP Data Science Engineering Responsibilities Develop data pipeline to integrate new source into the Deep Labs platform Develop solution to train and test model at-scale Work closely with data scientist to help transition model to production Design build and manage process to deploy production model and monitor their quality and performance over time Measure and optimize the performance of large-scale model training and inference workload Develop and manage governance process for both datasets and model Drive ongoing development of the Deep Labs AI platform Experience Minimum 2 year of experience in a dedicated machine learning engineer role in one or more of the following industry finance payment banking risk fraud identity or behavioral analytics a plus Experience using open-source machine learning and deep learning framework e g Tensorflow PyTorch Keras SparkML Proficient in in one or more of Python Go Scala Java or R Experience working in public cloud environment preferably Google Cloud or AWS Experience with Linux OS Docker Kubernetes Education Degree-level qualification science mathematics or related discipline Specific Skills and experience of good software engineering practice e g SDLC testing instrumentation logging security etc Keen interest and desire to stay abreast of the latest development in AI research and industry Demonstrated ability to take initiative and interact within a global team environment Strong analytical and quantitative skill strong attention to detail Why Deep Labs At Deep Labs there is tremendous potential to learn and grow while to policy decision and the direction of We compensation and benefit and provide a highly open honest and fun work environment to equal employment opportunity We will not discriminate against employee or applicant for employment on any basis protected class including but not limited to age race gender pregnancy religion or national origin sexual orientation disability genetic characteristic military or veteran status uniform service member status or any other protected class under federal state or local law ,Tue Nov 24 14:06:31 2020,"title:(machine, learning)",,,,,,Belfast,2020-11-24
85,Harnham,Head of Machine Learning,Head of Machine Learning London 60 000 80 000 This is an exciting new opportunity for an experienced Data Scientist to join a growing start-up in the Fashion-Tech industry THE COMPANY This tech-focused Fashion start-up are looking for an experienced Data Scientist to take over their Data Science team and drive the machine learning approach for the business You ll be improving and maintain their System a well a using Data Science for other business area so it s a great position to really make an impact from the outset You ll be managing a junior data scientist and growing out the team over the of year so it s a great opportunity for career progression THE ROLE As a Head of Machine Learning for the business you will Manage a junior data scientist already in the business and help grow the team over the next 12 month You will oversee the strategy for Data Science project looking at how the business can use their data and data science technique to improve marketing campaign pricing forecasting etc You will maintain and improve their current Engine You will be involved in the end to end machine learning process building and deploying model SKILLS AND EXPERIENCE Masters or PhD in a relevant numerical field Experience managing Data Scientists End to end Machine Learning experience building and deploying model experience building a Engine is a necessity Experience building Computer Vision model Tech Python GCP AWS SALARY AND BENEFITS Basic salary 60 000 80 000 Great benefit package HOW TO APPLY Please register your interest for this role by sending your CV to Rosie O Callaghan via the apply link on this page ,Tue Nov 24 14:06:36 2020,"title:(machine, learning)",,80000.0,42.15,Y,9.0,London,2020-11-24
86,GMV,Machine Learning Engineer,The GMV UK Machine Learning Team are looking for a new Machine Learning Engineer with the drive and passion to stay up to date with advancement in the deep learning field and an ability to turn these advancement into interesting research project and production based system The team is being developed to support the business on Machine Learning based project across the spectrum of technology area in which it currently operates and to identify new and exciting area where machine learning based system can be developed to make an impact Your task will be Design development deployment and monitoring of cloud based and onboard DL system Application of new deep learning technology to solve real world problem Continuous prototyping and refinement of deep neural network Research and development Proposal preparation and technical writing Production level Python software development DO YOU WANT TO BE PART OF OUR TEAM If you want this position to be yours we would like you to have the following PhD or MSc in Computer Science or related field Have a critical and curious mind-set and enjoy working with a team to iterate on idea and develop innovative and pragmatic solution Advanced ability in Python Including the scientific and deep learning ecosystem Object orientated software engineering and an ability to and Hands on experience with cloud based production Machine Learning system Strong understanding of deep learning fundamental and demonstrable experience with PyTorch or TensorFlow Docker CI CD automated testing git WHAT DO WE OFFER Join our GMV team and culture by entering into technological and innovative project within multicultural and multidisciplinary team Professional career development and training plan You will be able to acquire or perfect in the technology we use a well a in skill We also offer a language learning program We are flexible We have flexible hour and intensive working hour during the summer month In addition you can work from home to improve your work-life balance We care about your well-being You will have private health insurance with dental and accident insurance You will be able to make part of your salary more flexible through our flexible salary plan where you will have several option such a restaurant ticket childcare ticket medical insurance for a family member Join our team activity event and In addition we offer Gympass to keep you active No at work Are from We offer you a relocation package Do you want to switch off You will find fruit at your disposal in our canteen We promote equal opportunity in recruitment and we are committed to inclusion and diversity WHAT ARE YOU WAITING FOR ,Tue Nov 24 14:06:42 2020,"title:(machine, learning)",,,,,,Didcot,2020-11-24
87,Cambridge Quantum Computing,Quantum Machine Learning Internship,Cambridge Quantum Computing CQC is dedicated to developing and deploying advanced scientific research to lead u into the quantum age CQC s mission is to develop the world s best quantum-based product and to make meaningful impact on humanity The Role Cambridge Quantum Computing limited CQC is looking for an intern that will be in it Machine Learning and Quantum Algorithm team The successful candidate will to the team s effort to produce publication-grade research in topic related to parameterized quantum circuit and variational algorithm see 1 for a review of the topic Implementation on existing and identification of suitable use case will be also part of the role The Candidate The candidate will be MSc graduate or PhD student in a STEM discipline The ideal candidate are familiar with machine learning in particular with probabilistic graphical model and artificial neural network of is desirable The candidate should be proficient with a modern scientific programming language and should be accustomed to reading scientific article Sponsorship and benefit The internship is fully sponsored by CQC for a period of 3 month with possible extension to 6 month CQC ha a strong industrial positioning and will provide the unique opportunity to access facility which include state-of-the-art References 1 et al Parameterized quantum circuit a machine learning model http doi org 10 1088 2058-9565 ab4eb5 2019 What is in it for you We offer an amazing opportunity to join a world leading company You will be working alongside a highly talented team with world leading name in the industry We offer a package which includes 28 day holiday plus bank holiday a workplace pension and we have a positive approach to flexible working About Us Established in 2014 CQC is a world leading independent CQC design solution that benefit from even in it earliest form and allows the most effective access to these solution for the widest variety and government user expertise in the product area of quantum software specifically a t ket enterprise application in the area of quantum chemistry quantum machine learning and quantum encryption The successful applicant will join one of the most in the world with the potential to dominate innovation across all aspect of economy and society Please note that employment at CQC is subject to successfully passing our pre-employment screening check ,Tue Nov 24 14:06:47 2020,"title:(machine, learning)",,,,,,London,2020-11-24
88,Beauty Labs,Computer Vision & Machine Learning Expert,Job Type Permanent Experience Level Senior Location Cambridge Technologies Computer Vision Machine Learning We are looking for a talented enthusiastic Computer Vision Expert to join our growing family at Beauty Labs Providing thought leadership and domain expertise you ll develop innovative new solution to challenging vision machine learning AI and IOT real-world application The perfect candidate will enjoy and interesting problem that impact on the real world They will have a strong Computer Vision and Machine Learning background be and able to lead articulate idea effectively with technical peer We offer a and benefit package The PlayFusion Adventure Academy also offer opportunity for team member to undertake challenge and shared adventure beyond just work In 2017 95 of the team summited Mount Kilimanjaro and in September this year we plan to return Recently PlayFusion won two TIGA Industry award adding to best technical innovation and best small independent studio Will you be part of the team that expands our trophy cabinet in the year The Role Develop new approach and solution using Computer Vision and Machine Learning technology Provide thought leadership and domain expertise in the area of Computer Vision and Machine Learning Coordinate with the platform development team to integrate new and evolving capability into our expanding technology platform Support our vision to create leverage the latest technology to enhance experience that excite our audience Requirements You love technology and have a passion for problem Demonstrable Computer Vision technology with Machine Learning framework such a TensorFlow and PyTorch at a detailed level Very strong programming skill across a range of language such a C C and Python Ability to lead articulate idea effectively with technical peer Ability to work both independently and a part of a team General Please include a resume letter You must be eligible to work in the UK The position is based in Cambridge England To apply get in touch by emailing ,Tue Nov 24 14:06:53 2020,"title:(machine, learning)",,,,,,Cambridge,2020-11-24
89,JD.com,Research Scientists in Machine Learning(ML),Job Description Machine Learning Scientist Job Type Full-time Location Cambridge UK Department Artificial Intelligence Department Your application will be available until September 3rd 2018 JD AI focus on innovation and optimization of algorithm to meet our developing business Significant area of research include natural language processing machine learning including deep learning and reinforcement learning vision We maintain AI lab in Beijing and Valley We are looking for machine learning research scientist to join JD AI Candidates with both theoretical and applied interest are to apply We are interested in a wide range of machine learning representation and reasoning problem with a focus on reinforced intelligent agent that can make clever action by naturally interacting with the physical world work alone in single-agent learning system or jointly in multi-agent distributed learning system The subject area include but are not limited to Reinforcement learning Deep learning and adversarial machine learning representation and symbolic reasoning Control theory Operational research Optimisation Robotics Multiagent system Algorithmic game theory and mechanism design Dialogue system We both theoretical and applied research work and offer endless practical scenario including supply-chain logistics big data IoT marketing finance and robotics to inspire research We have an open publication policy and researcher at JD AI have strong of publication in top AI research venue including ICML NIPS AAAI IJCAI KDD ICDM WSDM SIGIR CIKM WWW ACL EMNLP CVPR and ICCV Responsibilities Conduct research on machine learning challenge the state of the art actively participate in the and publish research work in top research platform such a ICML NIPS AAAI IJCAI Work with business engineering and product team to form an understanding of the emerging technical requirement and identify establish participate in novel research program to address identified technical challenge Define and drive a technical vision and strategy to integrate novel machine learning algorithm into the existing production system and business decision making process Basic Qualifications PhD in machine learning or related field with research published in to platform such a ICML NIPS AAAI IJCAI or their equivalent Solid background in statistical approach or other latest approach and methodology in AI Strong programming skill in at least one object-oriented programming language Python C Java Scala etc Experience in machine learning algorithm implementation a well a the ability to make use of open source tool to further develop model Experience with a deep learning framework such a TensorFlow or PyTorch Ability to develop prototype by manipulating and high-volume high-dimensional data from varying source Eager to learn new algorithm new application area and new tool Ability with other researcher and engineer including our team member in China ability to speak Chinese is excellent written and skill Preferred Qualifications Deep academic or industry expertise post PhD 5 year in one or more related area An to the relevant international and able to create and act a a champion of a specific sub-topic and particular technology or application Hands-on experience in applying machine learning technique to solve real-world problem Previous experience in managing a dedicated research team of or experience in building and deploying production-quality large-scale application related to machine learning Ability with other researcher and engineer including our team member in China ability to speak Chinese is excellent written and skill ,Tue Nov 24 14:06:58 2020,"title:(machine, learning)",,,,,,Cambridge,2020-11-24
90,Facebook,"Software Engineer, PhD Intern/Co-op (Machine Learning - 2021)",Facebook s mission is to give people the power to and bring the world closer together Through our family of apps and service we re building a different kind billion of people around the world give them way to share what matter most to them and help bring people closer together Whether we re creating new product or helping a small business expand it reach people at Facebook are builder at heart Our global team iterating solving problem and working together to empower people around the world to in meaningful way Together we can help people build we re just getting Facebook s mission is the world At Facebook we use machine learning across a diverse set of application to help people more quickly and with the thing that matter most to them We strive to find way to deliver more in News rank search result more accurately and present the most relevant ad possible In order to meet the demand of our scale we approach machine learning challenge from a system engineering standpoint pushing the boundary of and tying together platform to build model that leverage trillion of action Our research and production implementation leverage many of the innovation being generated from Facebook s research in Distributed Computing Artificial Intelligence and Databases and run on the same hardware and network specification that are being open sourced through the Open Compute project As a PhD intern at Facebook you will help build the next generation of machine learning system behind Facebook s product create web application that reach million of people build high volume server and be a part of a team that s working to people around the globe As part of our hiring process PhD intern are pre-assigned to a relevant team based on their expertise and interest This internship ha a minimum twelve 12 week duration with 2020 start date ONLY Develop highly scalable classifier and tool leveraging machine learning regression and rules-based model and synthesize requirement and create effective feature roadmap Code deliverable in tandem with the engineering team Adapt standard machine learning method to best exploit modern parallel environment e g distributed cluster SMP and GPU Perform specific responsibility which vary by team Pursuing PhD in Computer Science related STEM or quantitative field or relevant experience Must be currently enrolled in a full time degree program and returning to the program after of the internship Research experience in a relevant field such a machine learning NLP system pattern signal processing data mining artificial intelligence vision Experience in system software or algorithm Experience in C C Java Perl or PHP Experience in scripting language such a Perl PHP Python and shell script Experience with Hadoop Hbase Pig or is a plus Excellent interpersonal skill cross-group and High level of creativity and quick problem solving capability Proven track of achieving significant result Ability to obtain work authorization in the United Kingdom in 2020 ,Tue Nov 24 14:07:04 2020,"title:(machine, learning)",,,,,596.0,London,2020-11-24
91,Linux Recruit,"C++ Developer - Risk, Machine Learning - London",You will be joining a machine learning tech start up focused on risk modelling that is looking to triple in size over the next 12 month As a Senior C Engineer you will be involved in the design and build of their risk platform meaning daily working on tech road map architecture R D and senior stakeholder discussion One of the appeal is that you are joining a group of very strong technologist You ll with very clever people that work hard to get thing done You ll learn discus and pas on in a no ego supportive environment From a tech point of view your focus will be C but you will also get the chance to work with Python JavaScript AWS k8s and like Monte Carlo You ll also be trusted to ensure is reliable scalable and fast As a senior technologist in you can also expect to do some mentoring and have a chance to build a team beneath you Your experience doing this in previous role would be beneficial but the team are equally interested in hearing from experienced engineer looking to take that step up If you ve read this far it s probably worth having with me to learn more Get in touch with Tom Booth at LinuxRecruit I m keen to speak to anyone in this space and happy to share more information ,Tue Nov 24 14:07:09 2020,"title:(machine, learning)",,90000.0,47.42,Y,,London,2020-11-24
92,G,Internship in Machine Learning,G-Research is Europe s leading quantitative finance research firm We hire the brightest mind in the world to tackle some of the biggest question in finance We pair this expertise with machine learning big data and some of the most advanced technology available to movement in financial market The role 10 week summer programme July to September 2021 09 00-17 30 working hour Based in Central London Joining G-Research s Summer Internship Programme you will be given a meaningful and challenging research project that demand the application of innovative yet pragmatic mathematical analysis Our full-time ML researcher have the opportunity to use a range of ML tool in an applied setting putting their ML expertise to use in direct production-ready application with result They have access to resource and are limited only by their imagination As an ML intern you will have the opportunity to experience some of this a part of a 10 week programme working on and interesting ML problem You will be paired with a mentor who will supervise your work and provide ongoing to help you improve and develop a well a access to senior staff who are leader in their field Your internship will culminate in a final presentation of your research idea to senior management and upon of the programme many intern are offered the opportunity to join u full-time once they their study Taking part in G-Research s Summer Internship Programme will give you an in-depth insight into our academic approach to the world of quantitative finance and allow you to explore the thriving city of London while you get to know your fellow intern through a full itinerary of fun social event Who are we looking for Either a post-graduate degree in machine learning or a related discipline experience developing novel machine learning algorithm We will exceptional candidate with a proven of success in online data e g Kaggle Experience in one or more of deep learning reinforcement learning optimisation Bayesian non-parametrics NLP or approximate inference Excellent reasoning skill and mathematical ability are crucial off the shelf method don t always work on our data so you will need to understand how to develop your own model Strong programming skill and experience working with Python Scikit-Learn SciPy NumPy Pandas and Jupyter Previous experience in finance is not although an interest in finance and the motivation to rapidly learn more is a prerequisite for working here Why should you apply compensation plus generous allowance with weekly intern activity Informal and excellent work life balance Central London office close to 5 station and 6 tube line ,Tue Nov 24 14:07:15 2020,"title:(machine, learning)",,,,,9.0,London,2020-11-24
93,Evolution AI,Experienced Machine Learning Engineer (Full Time),Evolution AI are looking for a machine learning engineer to help build our AI-powered document extraction platform You ll work on challenging research problem including designing and scaling our multi-modal deep learning model that language and visual information You ll be putting state of the art deep learning technology into production use with an emphasis on reproducibility and durability You ll be working alongside expert machine learning researcher and software engineer Must be eligible to work in the UK Option to work remotely or from our central London office About UsEvolution AI use artificial intelligence to extract data from document with human-like accuracy Our product are self-learning so there is no need to or define is having received one of the largest grant for AI R D from the UK government and working with academic partner from multiple university Evolution AI sits at the heart of the in London Sharing our expertise and inspiring the adoption of AI is integral to our value we lead the of AI practitioner in Europe London Machine Learning which ha almost 10 000 member Our CEO chair the membership organisation representing Data Scientists in the UK the Data Section of the Royal Statistical Society helping the field of data science grow into a mature industrial discipline is to our value http www evolution ai We are an equal opportunity employer and are signed up to the Tech Talent Charter developing and rigorously testing machine learning algorithm Writing and maintaining machine in our production platform Communicating research progress to the wider team with our academic partner Working with and product team to define requirement and shape the future of our product Technical RequirementsProficient at writing production-quality Python with a deep learning framework such a Tensorflow or PyTorch Experience with the typical Python data science stack e g Pandas Numpy Scikit-learn Proficiency with SQL Familiarity with Unix Nice to havePhD MSc in machine science mathematics or similar Interest in multi-modal deep learning e g Visual Question Answering Experience with large-scale language model such a BERT PerksGenerous option package Opportunity to of opportunity to get involved with the wider machine working available Team lunch and drink event Job Types Full-time PermanentSalary 40 000 00 60 000 00 per yearBenefits Casual dressCompany or free foodFlexible payWork from to are currently working remotely and future office working will be optional Experience Machine Learning 2 year remotely Yes always ,Tue Nov 24 14:07:20 2020,"title:(machine, learning)",,60000.0,31.61,Y,,London,2020-11-24
94,Echobox,Machine Learning Engineer - London,Echobox ha access to very large granular private data set and is currently only using a small part of this in end user product You will work closely with our CTO to help push the boundary of what the Echobox Artificial Intelligence is capable of achieving with this data Key Responsibilities You to the development of prototype that can be turned into end user product by development team You will assist in the customisation of the product for new customer and trial data analysis where You will stay up to date with the latest advance in ML and AI About Echobox We are a fast-growing building an artificial intelligence that help online publisher the challenge they face every day Using novel machine learning technique we are revolutionising the publishing industry and have a track of building thing that others have ruled out a impossible Leading name from around the world rely on our product every day including The Times Le Monde The Guardian Vogue and many more Our team is our best asset We work with extremely smart and talented individual who all enjoy a high degree of responsibility and independence in structuring their work To get a better insight into the kind of work we do check out our open-source project on Github our data showcase and our on Microservices Do you think you have what it take to be part of Echobox We d love to hear from you Requirements Minimum Academic Qualifications 2 1 degree in a STEM subject from a top tier university Required Skills and Experience Fluent written and spoken English A very strong understanding of classical statistic A basic of different ML and AI methodology and the desire to an expert Strong background in a programming language suitable for analysis e g R Python Java C C A familiarity with Java SE7 and a desire to an expert An ability and desire to learn new skill quickly Genuine passion for making the impossible possible Preferred Skills Strong or experience in one area of ML and AI Experience developing software a part of a team e g DVCS open source software project Working of big data architecture i e NoSQL Hadoop etc Benefits Our employee enjoy free breakfast every drink and snack all day everyday Every Wednesday we order food for our weekly team lunch where everyone get together for an hour of fun We have monthly team event dinner bowling karting poker night board-games etc for our team to get to know each other outside of work Professionally we host and an annual summer camp for all our global employee who are flown to and hosted in London We ensure that all our employee also get the latest tech generous annual leave and an amazing office with a overlooking Notting Hill ,Tue Nov 24 14:07:26 2020,"title:(machine, learning)",,,,,,London,2020-11-24
95,UBS,Software Engineer - Data / Machine Learning,Your role Do you enjoy solving a variety of challenge in the world of Big data and data science Do you get excited about seeing how your work directly impact the business We are looking for a software engineer who is passionate about developing data ML pipeline a well a application that deliver creative solution to our client and Sales Trading team to power our business strategy If yourself a strong developer in the financial industry but don t have a lot of data background you are still to apply Your team You will join the Global Markets Intelligence team a growing team of data scientist and engineer who are working within our Global Markets trading unit to build the data platform model and tool that deliver the next generation of analytics to empower both trader and salesperson alike This will entail specific quantitative data project across a range of product area Equities Rates FX under a remit to deliver increased revenue through enhanced decision making and data-driven client engagement at scale Your expertise 4-10 year of strong experience designing and developing large application analytics and data pipeline in a rigorous production environment proficiency in Java and or Python or similar Experience in both is a huge plus experience developing application that rely on many web APIs and other experience in some or all of data and cloud technology such a Spark Kafka Hadoop YARN Cloudera Airflow Oozie S3 Presto Kafka Connect Microsoft Azure Terraform Hive etc good of building event-driven distributed application enthusiasm and ability to pick up new technology a to solve your problem experience or interest in getting involved with data infrastructure like Cloudera Azure on-premise bachelor or Masters in Computer Science Applied Mathematics or a related technical field strong verbal and skill Nice to have of and experience in one or more product area across FX Rates Equities within the financial ecosystem is a huge plus experience with Pydata stack Pandas Numpy Matplotlib scikit-learn etc is a plus track of solving real-world problem using Data Science ML NLP etc and statistical technique and deploying ML model experience in setting up and using data science platform like Dataiku Databricks or Alteryx etc experienced application deployment e g with Docker using Kubernetes working of UNIX or similar and bash scripting LI-GB EFC-UBS About u Expert advice Wealth management Investment banking Asset management Retail banking in Switzerland And all the support function That s what we do And we do it for private and institutional client a well around the world We are about 60 000 employee in all major financial center in more than Do you want to be one of u Join u We re a truly and friendly group of people Having a diverse inclusive and respectful workplace is important to u And we support your career development internal mobility and work-life balance If this sound interesting apply now Disclaimer Policy Statements UBS is an Equal Opportunity Employer We respect and seek to empower each individual and support the diverse culture perspective skill and experience within our workforce Apply now Save ,Tue Nov 24 14:07:32 2020,"title:(machine, learning)",,,,,2108.0,London,2020-11-24
96,Tesco,Data Scientist - Machine Learning,About the role At our Data Science team focus on business problem and deploying data product at scale Our work span across multiple area including physical store online supply chain marketing and Clubcard where we rotation amongst our Data Scientists so they can gain expertise in different subject We work on several domain and problem type online pricing security fulfilment distribution property IoT vision are just some Our team member spend 10 of their week on learning and personal development Multiple enrich the team expertise sharing event are regular Furthermore we have got a great work-life balance team day and relaxed but engaging culture You will be responsible for This is a hands-on position where you will need to leverage your analytical mindset to find solution problem As a Data Scientist you will need to understand difficult business problem and prototype solution with minimal support Apply modify and design algorithm and mathematical model to solve business problem on top of big data architecture Hadoop Spark is component of the role Our data scientist will need to be able to validate document and present the modeling process and performance a well complex solution in a clear understandable way to non-experts Data Scientists are also responsible for promoting data science across Tesco and promote Tesco across the external Data You will need We are looking for ambitious individual with a mix of statistic programming and machine learning skill The role requires that you have an extensive background in machine learning and data mining A track in modifying and designing advanced algorithm and applying them to large data set is essential An ideal candidate will have a scientific mentality with the ability to ask the right question a well a answer them A strong numerical higher degree in a mathematical scientific engineering science discipline is preferable a well a a solid understanding of mathematics and statistical principle Experience in one or more of the following field is modelling operational research deep learning and time series modelling Finally strong programming experience Python is About u Our vision here at Tesco is to every customer s favourite way to shop whether they are at home out shopping on the move anywhere in the world In order to enable our vision we strive to simplify operation for our Colleagues Partners Vendors to enable efficient trade Everything is underpinned by drive for the best tool and technology to deliver our vision We re driving innovation and transforming our Technology to the world s leading retailer We need people who share our ambition to deliver for our stakeholder Passionate people willing to take the initiative and drive u forward In return we offer excitement a great team an excellent benefit package and significant career development opportunity Joining u mean playing a part in defining building and launching an ambitious roadmap of digital product affect the life of million of people over the year If that sound exciting then we d love to hear from you The position will be based in London with occasional travel to our Welwyn office ,Tue Nov 24 14:07:37 2020,"title:(machine, learning)",,,,,16588.0,Welwyn Garden City,2020-11-24
97,Behold.ai,Intern - Machine Learning Engineer,Location London We have open position for seasonal intern looking to start their career in the role of a Data Scientist and Machine Learning Engineer The internship programme will gain valuable experience of working for an innovative and growing AI If you would like to apply for an internship please send u your resume CV by clicking on the button below ,Tue Nov 24 14:07:42 2020,"title:(machine, learning)",,,,,,London,2020-11-24
